/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/MarshallerController,  1.11,  0.68,  0.00,  0.30,  0.00,  0.00, 58.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/addr_fifo,  0.04,  0.02,  0.00,  0.01,  0.36,  0.00,  9.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/assemble,  0.13,  0.06,  0.00,  0.00,  0.00,  0.00, 50.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/div_24b,  3.80,  3.54,  0.00,  0.00,  0.00,  0.00, 36.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/exponent,  0.04,  0.02,  0.00,  0.00,  0.00,  0.00, 16.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/flag, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  5.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/fpmul,  1.70,  1.49,  0.00,  0.05,  0.00,  0.91, 52.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/fpu_add,  1.56,  1.20,  0.00,  0.00,  0.00,  0.00, 48.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/fpu_div,  4.76,  4.17,  0.00,  0.00,  0.00,  0.00, 48.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/memcmd_fifo,  0.03,  0.02,  0.00,  0.01,  0.71,  0.00, 30.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/mult_add,  3.02,  2.52,  0.00,  0.12,  0.00,  0.91, 80.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/multiply_a,  0.00,  0.00,  0.00,  0.00,  0.00,  0.91, 48.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/normalize,  0.20,  0.09,  0.00,  0.00,  0.00,  0.00, 49.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/prenorm,  0.46,  0.38,  0.00,  0.00,  0.00,  0.00, 66.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/preprocess,  0.11,  0.04,  0.00,  0.00,  0.00,  0.00, 37.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/round,  0.26,  0.13,  0.00,  0.00,  0.00,  0.00, 73.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/shift,  0.50,  0.39,  0.00,  0.00,  0.00,  0.00, 82.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/special,  0.12,  0.09,  0.00,  0.00,  0.00,  0.00, 51.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU32PEEng_submodules/top_ram,  0.05,  0.00,  0.14,  0.03,  0.00,  0.00, 37.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU64PEEng_submodules/MarshallerController,  1.11,  0.70,  0.00,  0.33,  0.00,  0.00, 61.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU64PEEng_submodules/addr_fifo,  0.04,  0.02,  0.00,  0.01,  0.36,  0.00, 10.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU64PEEng_submodules/top_ram,  0.05,  0.00,  0.14,  0.03,  0.00,  0.00, 37.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU8PEEng_submodules/LUControl,  1.14,  0.67,  0.29,  0.29,  0.00,  0.00, 66.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU8PEEng_submodules/MarshallerController,  1.10,  0.68,  0.00,  0.28,  0.00,  0.00, 53.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU8PEEng_submodules/addr_fifo,  0.04,  0.02,  0.00,  0.01,  0.36,  0.00,  7.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU8PEEng_submodules/fpmul,  1.35,  1.20,  0.00,  0.06,  0.00,  0.91, 52.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU8PEEng_submodules/mult_add,  3.02,  2.52,  0.00,  0.12,  0.00,  0.91, 80.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/LU8PEEng_submodules/top_ram,  0.05,  0.00,  0.14,  0.03,  0.00,  0.00, 36.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/arm_core_submodules/a25_alu,  0.47,  0.34,  0.00,  0.00,  0.00,  0.00, 55.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/arm_core_submodules/a25_barrel_shift,  0.98,  0.84,  0.00,  0.06,  0.00,  0.00, 39.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/arm_core_submodules/a25_coprocessor,  0.66,  0.14,  0.00,  0.06,  0.00,  0.00, 73.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/arm_core_submodules/a25_multiply,  0.34,  0.29,  0.00,  0.13,  0.00,  0.00, 52.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/arm_core_submodules/a25_shifter_full,  0.68,  0.59,  0.00,  0.00,  0.00,  0.00, 38.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/arm_core_submodules/a25_shifter_quick,  0.34,  0.29,  0.00,  0.00,  0.00,  0.00, 38.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/arm_core_submodules/a25_write_back,  0.08, <0.01,  0.00,  0.00,  0.00,  0.00, 45.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/arm_core_submodules/single_port_ram_21_8,  0.00,  0.00,  0.00,  0.00,  0.36,  0.00, 26.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/add_sub27,  0.05,  0.05,  0.00,  0.00,  0.00,  0.00, 41.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/b_left_shifter,  0.50,  0.24,  0.00,  0.00,  0.00,  0.00, 51.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/b_left_shifter_new,  0.53,  0.29,  0.00,  0.00,  0.00,  0.00, 59.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/b_right_shifter_new,  0.29,  0.12,  0.00,  0.00,  0.00,  0.00, 29.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/except,  0.18,  0.06,  0.00,  0.02,  0.00,  0.00, 37.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/fpu_add,  1.49,  0.94,  0.00,  0.16,  0.00,  0.00, 52.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/fpu_mul,  1.72,  1.07,  0.00,  0.14,  0.00,  0.91, 52.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/mul_r2,  0.05,  0.00,  0.00,  0.00,  0.00,  0.91, 48.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/post_norm,  2.21,  1.86,  0.00,  0.07,  0.00,  0.00, 54.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/pre_norm,  0.54,  0.45,  0.00,  0.08,  0.00,  0.00, 68.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/pre_norm_fmul,  0.21,  0.14,  0.00,  0.02,  0.00,  0.00, 66.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/bgm_submodules/pri_encoder,  0.12,  0.08,  0.00,  0.00,  0.00,  0.00, 26.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/blob_merge, 11.59,  9.96,  0.00,  0.91,  0.00,  0.00, 68.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/blob_merge_submodules/divider,  0.35,  0.29,  0.00,  0.00,  0.00,  0.00, 18.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/boundtop_submodules/listhandler,  0.50,  0.15,  0.00,  0.02,  0.00,  0.00, 69.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/boundtop_submodules/onlyonecycle,  0.03, <0.01,  0.00, <0.01,  0.00,  0.00,  2.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/boundtop_submodules/rayinterface,  0.17,  0.02,  0.00,  0.01,  0.00,  0.00, 44.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/boundtop_submodules/resultcounter,  0.02,  0.01,  0.00, <0.01,  0.00,  0.00,  4.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/boundtop_submodules/sortedstack,  1.17,  0.83,  0.00,  0.47,  0.00,  0.00, 76.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/boundtop_submodules/spram,  0.05,  0.00,  0.00,  0.00,  0.00,  0.00, 14.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/boundtop_submodules/spramblock,  0.07, <0.01,  0.18,  0.06,  0.00,  0.00, 35.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/boundtop_submodules/vblockramcontroller,  0.30,  0.04,  0.18,  0.07,  0.00,  0.00, 40.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/ch_intrinsics_submodules/memory_controller,  0.17,  0.04,  0.05,  0.02,  0.00,  0.00, 49.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/diffeq2,  0.46,  0.41,  0.00,  0.12,  0.00,  4.09, 81.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/ExpLUT,  0.10,  0.09,  0.00,  0.00,  0.00,  0.00, 19.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FP8LUT2,  0.11,  0.09,  0.00,  0.00,  0.00,  0.00, 12.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPAddSub,  0.38,  0.26,  0.02,  0.10,  0.00,  0.00, 28.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPAddSub_AlignModule,  0.06,  0.04,  0.00,  0.00,  0.00,  0.00, 35.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPAddSub_AlignShift1,  0.02,  0.01,  0.00,  0.00,  0.00,  0.00, 12.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPAddSub_AlignShift2,  0.03,  0.02,  0.00,  0.00,  0.00,  0.00, 12.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPAddSub_ExceptionModule,  0.02, <0.01,  0.00,  0.00,  0.00,  0.00, 23.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPAddSub_ExecutionModule,  0.07,  0.05,  0.00,  0.00,  0.00,  0.00, 22.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPAddSub_NormalizeModule,  0.02,  0.02,  0.00,  0.00,  0.00,  0.00, 19.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPAddSub_NormalizeShift1,  0.06,  0.05,  0.00, <0.01,  0.00,  0.00, 19.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPAddSub_NormalizeShift2,  0.05,  0.03,  0.00,  0.00,  0.00,  0.00, 24.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPAddSub_PrealignModule,  0.05,  0.03,  0.00,  0.00,  0.00,  0.00, 40.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPAddSub_RoundModule,  0.06,  0.04,  0.00,  0.00,  0.00,  0.00, 20.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/FPLUT1,  0.03,  0.02,  0.00,  0.00,  0.00,  0.00, 10.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/align,  0.08,  0.05,  0.00,  0.00,  0.00,  0.00, 16.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/align_t, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00, 19.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/am_shift,  0.06,  0.06,  0.00,  0.00,  0.00,  0.00, 18.50
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/am_shift_t,  0.15,  0.12,  0.00,  0.00,  0.00,  0.00, 26.00
/misc/scratch/zwei1/reports/raw_designs/vtr_designs/verilog/koios/attention_layer_submodules/comparator,  0.16,  0.14,  0.00, <0.01,  0.00,  0.00, 19.50
