0,test_designs/always02.v.out,4,38,3,6,0,0,0,2
1,vtr_designs/arithmetic/cmu_DFT/verilog/64-16bit-fixed-JACM.v.out,3446,32874,2302,25079,28,29440,0,1954
2,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_10.v.out,145,1927,131,1675,0,0,0,41
3,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_11.v.out,162,2166,146,1878,0,0,0,46
4,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_12.v.out,166,2239,149,1933,0,0,0,48
5,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_13.v.out,188,2534,169,2192,0,0,0,54
6,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_14.v.out,192,2607,172,2247,0,0,0,56
7,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_15.v.out,209,2846,187,2450,0,0,0,61
8,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_16.v.out,213,2919,190,2505,0,0,0,63
9,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_17.v.out,250,3383,225,2933,0,0,0,72
10,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_18.v.out,254,3456,228,2988,0,0,0,74
11,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_19.v.out,271,3695,243,3191,0,0,0,79
12,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_20.v.out,275,3768,246,3246,0,0,0,81
13,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_21.v.out,297,4063,266,3505,0,0,0,87
14,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_22.v.out,301,4136,269,3560,0,0,0,89
15,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_23.v.out,318,4375,284,3763,0,0,0,94
16,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_24.v.out,322,4448,287,3818,0,0,0,96
17,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_25.v.out,349,4799,312,4133,0,0,0,103
18,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_26.v.out,353,4872,315,4188,0,0,0,105
19,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_27.v.out,370,5111,330,4391,0,0,0,110
20,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_28.v.out,374,5184,333,4446,0,0,0,112
21,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_29.v.out,396,5479,353,4705,0,0,0,118
22,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_30.v.out,400,5552,356,4760,0,0,0,120
23,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_31.v.out,417,5791,371,4963,0,0,0,125
24,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_32.v.out,421,5864,374,5018,0,0,0,127
25,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_33.v.out,463,6384,414,5502,0,0,0,137
26,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_34.v.out,467,6457,417,5557,0,0,0,139
27,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_35.v.out,484,6696,432,5760,0,0,0,144
28,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_36.v.out,488,6769,435,5815,0,0,0,146
29,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_37.v.out,510,7064,455,6074,0,0,0,152
30,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_38.v.out,514,7137,458,6129,0,0,0,154
31,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_39.v.out,531,7376,473,6332,0,0,0,159
32,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_40.v.out,535,7449,476,6387,0,0,0,161
33,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_41.v.out,562,7800,501,6702,0,0,0,168
34,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_42.v.out,566,7873,504,6757,0,0,0,170
35,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_43.v.out,583,8112,519,6960,0,0,0,175
36,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_44.v.out,587,8185,522,7015,0,0,0,177
37,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_45.v.out,609,8480,542,7274,0,0,0,183
38,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_46.v.out,613,8553,545,7329,0,0,0,185
39,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_47.v.out,630,8792,560,7532,0,0,0,190
40,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_48.v.out,634,8865,563,7587,0,0,0,192
41,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_49.v.out,666,9272,593,7958,0,0,0,200
42,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_50.v.out,670,9345,596,8013,0,0,0,202
43,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_51.v.out,687,9584,611,8216,0,0,0,207
44,vtr_designs/arithmetic/generated_circuits/FIR_filters/verilog/fir_pipe_52.v.out,691,9657,614,8271,0,0,0,209
45,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_004bits.v.out,26,112,26,112,0,0,0,8
46,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_005bits.v.out,26,137,26,137,0,0,0,8
47,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_006bits.v.out,26,162,26,162,0,0,0,8
48,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_007bits.v.out,26,187,26,187,0,0,0,8
49,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_008bits.v.out,26,212,26,212,0,0,0,8
50,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_009bits.v.out,26,237,26,237,0,0,0,8
51,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_010bits.v.out,26,262,26,262,0,0,0,8
52,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_011bits.v.out,26,287,26,287,0,0,0,8
53,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_012bits.v.out,26,312,26,312,0,0,0,8
54,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_013bits.v.out,26,337,26,337,0,0,0,8
55,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_014bits.v.out,26,362,26,362,0,0,0,8
56,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_015bits.v.out,26,387,26,387,0,0,0,8
57,vtr_designs/arithmetic/generated_circuits/adder_trees/verilog/adder_tree_2L_016bits.v.out,26,412,26,412,0,0,0,8
